date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:37	268992/268992	---M-Z	200	added ('OK')	text/html	etag:%2241ac0-38ef2d44a4940-gzip%22	http://www.vijaymukhi.com/documents/books/csadv/chap7.htm	sub/www.vijaymukhi.com/documents/books/csadv/chap7.html	(from http://www.vijaymukhi.com/code.html)
13:29:38	31261/31261	---M-Z	200	added ('OK')	text/html	etag:%227a1d-38ef2d2437cc0-gzip%22	http://www.vijaymukhi.com/documents/books/csadv/chap8.htm	sub/www.vijaymukhi.com/documents/books/csadv/chap8.html	(from http://www.vijaymukhi.com/code.html)
13:29:39	82345/82345	---M-Z	200	added ('OK')	text/html	etag:%22141a9-38ef2d1c96ac0-gzip%22	http://www.vijaymukhi.com/documents/books/csadv/chap9.htm	sub/www.vijaymukhi.com/documents/books/csadv/chap9.html	(from http://www.vijaymukhi.com/code.html)
13:29:41	266209/266209	---M-Z	200	added ('OK')	text/html	etag:%2240fe1-38ef2e1f08c80-gzip%22	http://www.vijaymukhi.com/documents/books/csadv/chap10.htm	sub/www.vijaymukhi.com/documents/books/csadv/chap10.html	(from http://www.vijaymukhi.com/code.html)
13:29:41	11940/11940	---M-Z	200	added ('OK')	text/html	etag:%222ea4-3876272c21a00-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/contents.htm	sub/www.vijaymukhi.com/documents/books/ilbook/contents.html	(from http://www.vijaymukhi.com/code.html)
13:29:43	17835/17835	---M-Z	200	added ('OK')	text/html	etag:%2245ab-387639ebf9640-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/intro.htm	sub/www.vijaymukhi.com/documents/books/ilbook/intro.html	(from http://www.vijaymukhi.com/code.html)
13:29:43	85518/85518	---M-Z	200	added ('OK')	text/html	etag:%2214e0e-387627f92bdc0-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap1.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap1.html	(from http://www.vijaymukhi.com/code.html)
13:29:44	81231/81231	---M-Z	200	added ('OK')	text/html	etag:%2213d4f-387627d9b3380-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap2.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap2.html	(from http://www.vijaymukhi.com/code.html)
13:29:45	71025/71025	---M-Z	200	added ('OK')	text/html	etag:%2211571-387627e8f5780-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap3.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap3.html	(from http://www.vijaymukhi.com/code.html)
13:29:46	150371/150371	---M-Z	200	added ('OK')	text/html	etag:%2224b63-38762b2a78600-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap4.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap4.html	(from http://www.vijaymukhi.com/code.html)
13:29:47	129268/129268	---M-Z	200	added ('OK')	text/html	etag:%221f8f4-38762b3f73780-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap5.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap5.html	(from http://www.vijaymukhi.com/code.html)
13:29:48	94299/94299	---M-Z	200	added ('OK')	text/html	etag:%221705b-387627afbd080-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap6.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap6.html	(from http://www.vijaymukhi.com/code.html)
13:29:49	63987/63987	---M-Z	200	added ('OK')	text/html	etag:%22f9f3-3876282cab740-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap7.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap7.html	(from http://www.vijaymukhi.com/code.html)
13:29:50	119135/119135	---M-Z	200	added ('OK')	text/html	etag:%221d15f-38762b62bcac0-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap8.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap8.html	(from http://www.vijaymukhi.com/code.html)
13:29:51	38939/38939	---M-Z	200	added ('OK')	text/html	etag:%22981b-3876278f50400-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap9.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap9.html	(from http://www.vijaymukhi.com/code.html)
13:29:52	70617/70617	---M-Z	200	added ('OK')	text/html	etag:%22113d9-3876279d9e5c0-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap10.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap10.html	(from http://www.vijaymukhi.com/code.html)
13:29:53	62901/62901	---M-Z	200	added ('OK')	text/html	etag:%22f5b5-3876281e5d580-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap11.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap11.html	(from http://www.vijaymukhi.com/code.html)
13:29:54	101985/101985	---M-Z	200	added ('OK')	text/html	etag:%2218e61-38762b5c0fb00-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap12.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap12.html	(from http://www.vijaymukhi.com/code.html)
13:29:55	102088/102088	---M-Z	200	added ('OK')	text/html	etag:%2218ec8-3876276cfb300-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap13.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap13.html	(from http://www.vijaymukhi.com/code.html)
13:29:56	32828/32828	---M-Z	200	added ('OK')	text/html	etag:%22803c-387628429ab00-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap14.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap14.html	(from http://www.vijaymukhi.com/code.html)
13:29:57	160352/160352	---M-Z	200	added ('OK')	text/html	etag:%2227260-38762af41c5c0-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap15.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap15.html	(from http://www.vijaymukhi.com/code.html)
13:29:58	18429/18429	---M-Z	200	added ('OK')	text/html	etag:%2247fd-3876283729000-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap16.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap16.html	(from http://www.vijaymukhi.com/code.html)
13:29:59	77215/77215	---M-Z	200	added ('OK')	text/html	etag:%2212d9f-3876287432000-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap17.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap17.html	(from http://www.vijaymukhi.com/code.html)
13:30:00	72796/72796	---M-Z	200	added ('OK')	text/html	etag:%2211c5c-38763aa6e4f40-gzip%22	http://www.vijaymukhi.com/documents/books/ilbook/chap18.htm	sub/www.vijaymukhi.com/documents/books/ilbook/chap18.html	(from http://www.vijaymukhi.com/code.html)
13:30:01	10478/10478	---M-Z	200	added ('OK')	text/html	etag:%2228ee-38ef328bffd80-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/contents.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/contents.html	(from http://www.vijaymukhi.com/code.html)
13:30:02	17428/17428	---M-Z	200	added ('OK')	text/html	etag:%224414-3ea12c70d9900-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/intro.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/intro.html	(from http://www.vijaymukhi.com/code.html)
13:30:03	119322/119322	---M-Z	200	added ('OK')	text/html	etag:%221d21a-38ef3384e88c0-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap1.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap1.html	(from http://www.vijaymukhi.com/code.html)
13:30:05	147822/147822	---M-Z	200	added ('OK')	text/html	etag:%222416e-3975b07fd7080-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap2.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap2.html	(from http://www.vijaymukhi.com/code.html)
13:30:06	31867/31867	---M-Z	200	added ('OK')	text/html	etag:%227c7b-38ef335be6800-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap3.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap3.html	(from http://www.vijaymukhi.com/code.html)
13:30:07	112789/112789	---M-Z	200	added ('OK')	text/html	etag:%221b895-38ef3353513c0-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap4.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap4.html	(from http://www.vijaymukhi.com/code.html)
13:30:08	323245/323245	---M-Z	200	added ('OK')	text/html	etag:%224eead-38ef334226b40-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap5.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap5.html	(from http://www.vijaymukhi.com/code.html)
13:30:09	181924/181924	---M-Z	200	added ('OK')	text/html	etag:%222c6a4-38ef331554180-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap6.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap6.html	(from http://www.vijaymukhi.com/code.html)
13:30:11	357781/357781	---M-Z	200	added ('OK')	text/html	etag:%2257595-38ef32f3f32c0-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap7.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap7.html	(from http://www.vijaymukhi.com/code.html)
13:30:13	89302/89302	---M-Z	200	added ('OK')	text/html	etag:%2215cd6-38ef32b5f6080-gzip%22	http://www.vijaymukhi.com/documents/books/aspnet1/chap8.htm	sub/www.vijaymukhi.com/documents/books/aspnet1/chap8.html	(from http://www.vijaymukhi.com/code.html)
